municipality,unit,producer,sector,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10
Kemi,Pohjoinen kotihoito,Kemi,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Ei yhtäkään,Ei yhtäkään,Usein,Ei,Ei,Ei,37.80,32.97
Kemijärvi,Kemijärven kotihoito,Kemijärvi,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Ei yhtäkään,Usein,Kyllä,Ei,Ei,30.10,31.30
Keminmaa,Kotihoito,Keminmaa,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Kyllä,20.00,20.01
Kemiönsaari,"Hemvård, Periferi",Kemiönsaari,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,7.50,6.44
Kemiönsaari,Hemvård Dragsfjärd Centrum,Kemiönsaari,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,8.20,5.87
Kemiönsaari,Servicehem Solglimten,Kyrkosundsskärs pensionärsbostadsstiftelse,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,1.64,2.36
Kemiönsaari,Vård i hemmet Norra distriktet,Kemiönsaari,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,12.98,11.70
Kempele,Hovila-koti kotihoito,Hovilan Palveluyhdistys ry,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Kyllä,3.50,2.66
Kempele,Kempeleen kotihoito,Kempele,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,29.95,23.98
Kerava,Kotihoito,Kerava,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,48.30,39.52
Keuruu,Aamusta Iltaan Palvelut Oy,Aamusta Iltaan Palvelut Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,8.15,5.25
Keuruu,Haapamäen alueen kotihoito,Keuruu,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,13.00,12.48
Keuruu,Keurusselän kotihoito,Palvelukoti Hilmari Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,0.74,0.65
Keuruu,Keuruun alueen kotihoito,Keuruu,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,34.50,23.62
Kihniö,Kotihoito,Kihniö,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,11.35,2.71
Kihniö,Kotipalvelu,Hoivapalvelu S. Asumaniemi KY,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Ei yhtäkään,Ei yhtäkään,Joskus,Ei,Ei,Ei,1.00,0.98
Kinnula,Kinnulan kotihoito,Kinnula,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,4.10,4.06
Kirkkonummi,Hoivapalvelu Anne Oy / Kirkkonummen toimipiste,Hoivapalvelu Anne Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Ei koskaan,Ei,Ei,Ei,0.50,0.28
Kirkkonummi,Kirkkonummen kotihoito,Kirkkonummi,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,54.00,50.52
Kirkkonummi,Sirkun Kotisairaanhoito Oy,Sirkun Kotisairaanhoito Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Kyllä,Ei,2.45,0.86
Kitee,Kotihoito,Kitee,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Ei,Ei,43.05,38.57
Kitee,Laatokan ja Peltolan kotihoito,Keski-Karjalan Hoivapalvelut Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Ei,Ei,10.60,7.03
Kittilä,Kittilä kotihoito,Kittilä,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,16.43,18.93
Kiuruvesi,Kotihoito Kiuruvesi,Ylä-Savon SOTE,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Kyllä,Ei,45.40,46.75
Kiuruvesi,Yöpartio,Hopeakoti Onni ja Olga Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Ei yhtäkään,Ei yhtäkään,Joskus,Ei,Ei,Ei,14.00,7.32
Kivijärvi,Kivijärven kotihoito,Perusturvaliikelaitos Saarikka,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,3.80,3.76
Kokemäki,Kokemäen kotipalvelu,Kokemäki,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,30.10,26.79
Kokemäki,Kokemäen kotisairaanhoito,Keski-Satakunnan th:n ky,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,8.00,
Kokkola,"Emeliehemmet, hemvård",Folkhälsan Botnia Ab,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,5.21,3.56
Kokkola,"Kokkolan kaupunki, kotihoito alue 2",Kokkola,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Usein,Kyllä,Kyllä,Ei,30.65,24.01
Kokkola,Johanssonkotipalvelu,J&P Hoiva Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,5.30,4.54
Kokkola,Kokkolan kotihoito alue 1,Kokkola,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,24.60,23.29
Kokkola,Kotihoito alue 3,Kokkola,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,32.00,28.34
Kokkola,Kotihoito,Keski-Pohjanmaan Hoitopalvelu Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,11.35,10.41
Kokkola,Kuusikumpu,Kokkola,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Ei,Ei,16.38,13.17
Kokkola,Medihoiva Sairaanhoitopalvelu,Medihoiva Sairaanhoitopalvelu,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,8.60,5.63
Kolari,"Kolarin terveyskeskus, Neuvola / kotisairaanhoito",Kolari,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Ei,Kyllä,Ei,1.00,0.89
Kolari,Kotipalvelu,Kolari,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,19.00,18.19
Konnevesi,Konneveden kotihoito,Konnevesi,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,22.00,18.37
Kontiolahti,Kontiolahden kotihoito,Joensuun yhteistoiminta-alue,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,16.05,19.39
Korsnäs,Buketten Hemservice i byarna,Korsnäs,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,11.06,9.10
Koski Tl,Kosken TL Kotisairaanhoito,Lieto,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Ei koskaan,Ei,Kyllä,Ei,1.40,1.80
Koski Tl,Kotipalvelu,Koski Tl,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Kyllä,Ei,9.00,8.32
Kotka,"Karhulan kotihoito / Kolkansaaren tiimi, Pohjois-Karhulan tiimi, Vammaistyön tiimi",Kotka,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,30.40,23.15
Kotka,"Karhulan kotihoito: Etelä-Karhula, Itä-karhula",Kotka,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,32.90,24.38
Kotka,Hoiva-Tuomi Tmi,Tmi Hoiva-Tuomi,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,5.65,3.19
Kotka,Karhula-Koti / kotipalvelu,Palvelutaloyhdistys Koskenrinne ry,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Kyllä,7.00,6.81
Kotka,Keskitetty kotihoito / omaishoidon tiimi,Kotka,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Ei koskaan,Kyllä,Ei,Kyllä,5.50,4.42
Kotka,Kihlinkadun rivitalot,Kotka,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,5.35,3.82
Kotka,Kodinapu T:mi Tuija Kakko,Kodinapu T:mi Tuija Kakko,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,5.40,2.12
Kotka,Koskenrinteen Koti,Palvelutaloyhdistys Koskenrinne ry,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,7.85,7.56
Kotka,Koti- ja hoiva-palvelut hyvinvointia kotiin Oy,Koti- ja hoivapalvelut hyvinvointia kotiin Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,2.45,1.72
Kotka,Kotka-Koti / kotipalvelu,Palvelutaloyhdistys Koskenrinne ry,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,16.20,13.05
Kotka,Kotkansaaren alueellinen kotihoito,Kotka,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,42.90,30.38
Kotka,Kotoapu-ja hoitopalvelu,Tmi Sirkka-Liisa Valkonen,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,1.75,1.59
Kotka,Länsi-Kotkan alueellinen kotihoito,Kotka,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,36.00,27.44
Kouvola,"Käpylän palvelukeskus, asumispalvelut",Kouvolan Palvelukotiyhdistys Ry,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Usein,Kyllä,Kyllä,Kyllä,5.80,4.73
Kouvola,Ehtookartanon terveys- ja neuvontapalvelut,Kouvolan Dementia ja Kehitysvammaisten Ryhmäkoti,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,1.00,0.48
Kouvola,Haanojan Palvelukeskus / Asumispalvelu,Kyyhkylän Palvelukeskus Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Kyllä,5.20,5.26
Kouvola,Kotihoito eteläinen alue,Kouvola,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,98.65,75.05
Kouvola,Kotihoito keskinen alue,Kouvola,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,130.35,101.20
Kouvola,Kotihoito pohjoinen alue,Kouvola,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Ei,123.85,90.90
Kouvola,Pohjois-Kymenlaakso,Koti- ja hoivapalvelut hyvinvointia kotiin Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Kyllä,Kyllä,Kyllä,4.55,2.38
Kouvola,Tuettu asuminen MP,Kuusankosken Seudun Vanhainhuoltoyhdistys R.Y.,Yksityinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,5.00,
Kruunupyy,Kokkolan kotihoito alue 6,Kokkola,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,37.80,31.55
Kuhmo,Kotona asumista tukevat palvelut / Kuhmo,Kainuun sosiaali- ja terveyskuntayhtymä,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,53.50,44.49
Kuhmoinen,Kuhmoisten kotihoito,Jämsä,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,19.80,16.30
Kuopio,"Esperi Turvapuhelin- ja kotihoitopalveluy Oy, Kuopio",Suomen Ensiapupalvelu Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,20.60,18.28
Kuopio,Eteläinen kotihoito / Kuopio,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,35.90,33.22
Kuopio,Gerttu Ky,Gerttu Ky,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,11.10,8.54
Kuopio,Honkarannan pienryhmäkoti,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,13.80,14.85
Kuopio,Keskinen kotihoito 2,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,46.20,33.97
Kuopio,Koillinen kotihoito / Nilsiä,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Ei,Ei,31.00,29.54
Kuopio,Koillinen kotihoito / Riistavesi,Kuopio,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,7.00,6.89
Kuopio,Koillinen kotihoito / Vehmersalmi,Kuopio,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Kyllä,Ei,9.00,7.96
Kuopio,Kuopio keskinen kotihoito 1,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,102.90,59.67
Kuopio,Kuopion Hellähoito Oy,Kuopion Hellähoito Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,8.55,5.47
Kuopio,Pohjoinen kotihoito 1,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,21.80,16.14
Kuopio,Pohjoisen kotihoito 2,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,13.95,15.00
Kuopio,Puijonlaakson kotihoito,Kuopio,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Ei,22.95,23.98
Kuortane,Kotihoito,Kuortaneen kunta,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,13.12,15.42
Kurikka,Kurikan kotihoito / Jurvan alue,JIK-peruspalveluliikelaitoskuntayhtymä,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,10.40,9.08
Kurikka,Kurikan kotihoito / Kurikan alue,JIK-peruspalveluliikelaitoskuntayhtymä,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Ei,Ei,33.60,32.37
Kustavi,Kustavin kotihoito,Kustavi,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,4.75,4.84
Kuusamo,Kaupungin kotihoito,Kuusamo,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,35.50,29.70
Kyyjärvi,Kyyjärven kotihoito,Perusturvaliikelaitos Saarikka,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Ei,Ei,6.40,2.61
Kärkölä,Kärkölän kotihoito,Peruspalvelukeskus Oiva,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Ei,Ei,Ei,12.00,6.18
Kärsämäki,Kärsämäen Kotihoito,Peruspalveluky Selänne,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,12.05,10.69
Köyliö,Köyliön kotihoito,Köyliö,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,13.75,12.67
